ds,y_qty,y_revenue,temp_avg,rain_mm,is_rainy,is_weekend,is_holiday,is_pre_holiday,is_post_holiday,day_of_week,holiday_label,month,year,day,week_of_year,quarter
2021-07-03,15,7399.98,26.95,1.25,1,1,0,0,0,5,,7,2021,3,26,3
2021-07-04,17,8257.82,26.900000000000002,0.16666666666666666,1,1,0,0,0,6,,7,2021,4,26,3
2021-07-05,9,8556.93,28.400000000000002,0.05000000000000001,1,0,0,0,0,0,,7,2021,5,27,3
2021-07-06,20,9436.970000000001,27.5875,0.075,1,0,0,0,0,1,,7,2021,6,27,3
2021-07-07,29,119066.89,26.46666666666667,1.2,1,0,0,0,0,2,,7,2021,7,27,3
2021-07-08,4,409.8700000000001,27.700000000000003,0.2,1,0,0,0,0,3,,7,2021,8,27,3
2021-07-09,1,2566.55,27.3,2.1,1,0,0,0,0,4,,7,2021,9,27,3
2021-07-10,13,5328.509999999999,27.48,0.26,1,1,0,0,0,5,,7,2021,10,27,3
2021-07-11,10,5843.24,26.860000000000003,0.0,0,1,0,0,0,6,,7,2021,11,27,3
2021-07-12,15,3593.5499999999997,27.560000000000002,0.02,1,0,0,0,0,0,,7,2021,12,28,3
2021-07-13,14,6539.04,27.875,0.125,1,0,0,0,0,1,,7,2021,13,28,3
2021-07-14,11,7363.06,27.96666666666667,0.05000000000000001,1,0,0,0,0,2,,7,2021,14,28,3
2021-07-15,14,12016.41,28.333333333333332,0.15,1,0,0,0,0,3,,7,2021,15,28,3
2021-07-16,15,11964.71,27.24,0.1,1,0,0,0,0,4,,7,2021,16,28,3
2021-07-17,5,1222.73,26.7,0.0,0,1,0,0,0,5,,7,2021,17,28,3
2021-07-18,14,8098.0,27.733333333333334,0.0,0,1,0,0,0,6,,7,2021,18,28,3
2021-07-19,11,5693.050000000001,28.233333333333334,0.10000000000000002,1,0,0,0,0,0,,7,2021,19,29,3
2021-07-20,112,79983.11,27.863829787234042,0.0,0,0,0,1,0,1,,7,2021,20,29,3
2021-07-21,73,46101.4,27.94,0.04000000000000001,1,0,1,0,0,2,Eid al-Adha,7,2021,21,29,3
2021-07-22,107,63970.42,27.68409090909091,0.5295454545454545,1,0,0,1,1,3,,7,2021,22,29,3
2021-07-23,116,58573.7,26.360975609756096,0.6926829268292682,1,0,1,0,0,4,Esala Full Moon Poya Day,7,2021,23,29,3
2021-07-24,88,52951.5,26.875675675675677,0.34594594594594597,1,1,0,0,1,5,,7,2021,24,29,3
2021-07-25,3,4271.71,27.6,0.2,1,1,0,0,0,6,,7,2021,25,29,3
2021-07-26,2,1396.65,27.5,2.5,1,0,0,0,0,0,,7,2021,26,30,3
2021-07-27,12,3183.17,27.85,0.07500000000000001,1,0,0,0,0,1,,7,2021,27,30,3
2021-07-28,5,3220.2000000000003,27.1,0.05,1,0,0,0,0,2,,7,2021,28,30,3
2021-07-29,11,7006.13,27.675,0.0,0,0,0,0,0,3,,7,2021,29,30,3
2021-07-30,15,15600.19,27.255555555555553,0.1111111111111111,1,0,0,0,0,4,,7,2021,30,30,3
2021-07-31,14,7991.57,27.18,0.06000000000000001,1,1,0,0,0,5,,7,2021,31,30,3
2021-08-01,5,4701.98,27.4,0.05,1,1,0,0,0,6,,8,2021,1,30,3
2021-08-02,1,2356.01,28.5,0.0,0,0,0,0,0,0,,8,2021,2,31,3
2021-08-03,9,5521.58,28.025,0.1,1,0,0,0,0,1,,8,2021,3,31,3
2021-08-04,1,1233.5300000000002,26.8,0.1,1,0,0,0,0,2,,8,2021,4,31,3
2021-08-05,6,4197.99,28.025,0.125,1,0,0,0,0,3,,8,2021,5,31,3
2021-08-06,11,9191.57,26.48,0.06000000000000001,1,0,0,0,0,4,,8,2021,6,31,3
2021-08-07,12,3862.4900000000002,27.025,0.225,1,1,0,0,0,5,,8,2021,7,31,3
2021-08-08,4,3086.67,26.799999999999997,0.6,1,1,0,0,0,6,,8,2021,8,31,3
2021-08-09,8,8423.06,26.625,0.275,1,0,0,0,0,0,,8,2021,9,32,3
2021-08-10,13,6540.64,27.25,0.325,1,0,0,0,0,1,,8,2021,10,32,3
2021-08-11,4,2250.13,27.3,2.0,1,0,0,0,0,2,,8,2021,11,32,3
2021-08-12,5,1524.9499999999998,26.4,0.0,0,0,0,0,0,3,,8,2021,12,32,3
2021-08-13,11,6273.9,27.8,0.0,0,0,0,0,0,4,,8,2021,13,32,3
2021-08-14,7,6780.290000000001,27.025,0.0,0,1,0,0,0,5,,8,2021,14,32,3
2021-08-15,10,2975.2400000000007,27.549999999999997,0.05,1,1,0,0,0,6,,8,2021,15,32,3
2021-08-16,16,3041.75,26.939999999999998,0.1,1,0,0,0,0,0,,8,2021,16,33,3
2021-08-17,3,367.64,26.0,0.3,1,0,0,0,0,1,,8,2021,17,33,3
2021-08-18,16,9918.22,26.483333333333334,0.06666666666666667,1,0,0,0,0,2,,8,2021,18,33,3
2021-08-19,20,8219.12,26.983333333333334,0.13333333333333333,1,0,0,0,0,3,,8,2021,19,33,3
2021-08-20,11,7886.23,27.2,0.15,1,0,0,0,0,4,,8,2021,20,33,3
2021-08-21,87,55784.74,26.25294117647059,0.31176470588235294,1,1,0,1,0,5,,8,2021,21,33,3
2021-08-22,102,45191.979999999996,26.573529411764707,0.061764705882352944,1,1,1,0,0,6,Nikini Full Moon Poya Day,8,2021,22,33,3
2021-08-23,100,66833.27,27.685365853658535,0.01951219512195122,1,0,0,0,1,0,,8,2021,23,34,3
2021-08-24,4,7074.29,26.666666666666668,0.03333333333333333,1,0,0,0,0,1,,8,2021,24,34,3
2021-08-25,3,2087.1800000000003,27.4,0.1,1,0,0,0,0,2,,8,2021,25,34,3
2021-08-26,6,4379.599999999999,26.766666666666666,0.26666666666666666,1,0,0,0,0,3,,8,2021,26,34,3
2021-08-27,10,4896.0,27.1,0.5,1,0,0,0,0,4,,8,2021,27,34,3
2021-08-28,5,4229.34,26.46666666666667,0.0,0,1,0,0,0,5,,8,2021,28,34,3
2021-08-29,9,3921.0499999999993,27.0,0.19999999999999998,1,1,0,0,0,6,,8,2021,29,34,3
2021-08-30,6,332.24,27.35,0.1,1,0,0,0,0,0,,8,2021,30,35,3
2021-08-31,14,4591.77,26.983333333333334,0.016666666666666666,1,0,0,0,0,1,,8,2021,31,35,3
2021-09-01,3,1327.81,27.4,0.2,1,0,0,0,0,2,,9,2021,1,35,3
2021-09-02,2,898.55,27.1,1.7,1,0,0,0,0,3,,9,2021,2,35,3
2021-09-03,1,1715.2799999999995,27.0,0.6,1,0,0,0,0,4,,9,2021,3,35,3
2021-09-04,4,1325.15,27.8,0.1,1,1,0,0,0,5,,9,2021,4,35,3
2021-09-05,2,3252.13,26.45,0.3,1,1,0,0,0,6,,9,2021,5,35,3
2021-09-06,2,1059.35,27.6,0.1,1,0,0,0,0,0,,9,2021,6,36,3
2021-09-07,2,99.45000000000002,26.7,0.4,1,0,0,0,0,1,,9,2021,7,36,3
2021-09-08,2,3868.92,26.7,0.0,0,0,0,0,0,2,,9,2021,8,36,3
2021-09-09,3,2758.05,26.8,0.0,0,0,0,0,0,3,,9,2021,9,36,3
2021-09-10,5,3619.97,26.8,0.1,1,0,0,0,0,4,,9,2021,10,36,3
2021-09-11,2,1603.6400000000003,27.0,0.2,1,1,0,0,0,5,,9,2021,11,36,3
2021-09-12,6,2110.96,26.95,0.0,0,1,0,0,0,6,,9,2021,12,36,3
2021-09-13,3,4217.18,26.3,0.5,1,0,0,0,0,0,,9,2021,13,37,3
2021-09-14,1,2801.13,28.4,0.1,1,0,0,0,0,1,,9,2021,14,37,3
2021-09-15,3,630.5799999999999,28.0,0.1,1,0,0,0,0,2,,9,2021,15,37,3
2021-09-16,1,2225.51,26.8,1.1,1,0,0,0,0,3,,9,2021,16,37,3
2021-09-17,4,2475.72,27.4,1.2,1,0,0,0,0,4,,9,2021,17,37,3
2021-09-18,3,1480.0099999999998,27.1,0.0,0,1,0,0,0,5,,9,2021,18,37,3
2021-09-19,88,60132.47,27.969444444444445,0.061111111111111116,1,1,0,1,0,6,,9,2021,19,37,3
2021-09-20,89,62577.83,27.561764705882354,0.15000000000000002,1,0,1,0,0,0,Binara Full Moon Poya Day,9,2021,20,38,3
2021-09-21,109,78501.89,26.98048780487805,0.32682926829268294,1,0,0,0,1,1,,9,2021,21,38,3
2021-09-22,5,3977.4399999999996,29.0,0.0,0,0,0,0,0,2,,9,2021,22,38,3
2021-09-23,3,1461.16,28.6,0.1,1,0,0,0,0,3,,9,2021,23,38,3
2021-09-24,1,2536.1099999999997,27.0,0.0,0,0,0,0,0,4,,9,2021,24,38,3
2021-09-25,5,3373.0999999999995,28.2,0.1,1,1,0,0,0,5,,9,2021,25,38,3
2021-09-26,2,1160.23,28.3,0.0,0,1,0,0,0,6,,9,2021,26,38,3
2021-09-27,1,1244.56,26.8,0.2,1,0,0,0,0,0,,9,2021,27,39,3
2021-09-28,3,3817.52,26.549999999999997,1.15,1,0,0,0,0,1,,9,2021,28,39,3
2021-09-29,3,1288.39,26.7,0.0,0,0,0,0,0,2,,9,2021,29,39,3
2021-09-30,4,3349.91,27.450000000000003,0.1,1,0,0,0,0,3,,9,2021,30,39,3
2021-10-01,11,7017.83,25.44,1.1,1,0,0,0,0,4,,10,2021,1,39,4
2021-10-02,13,5928.78,27.275,0.05,1,1,0,0,0,5,,10,2021,2,39,4
2021-10-03,6,5721.41,27.6,0.225,1,1,0,0,0,6,,10,2021,3,39,4
2021-10-04,8,5232.73,26.0,0.5,1,0,0,0,0,0,,10,2021,4,40,4
2021-10-05,13,9067.91,25.65,1.95,1,0,0,0,0,1,,10,2021,5,40,4
2021-10-06,4,4802.74,27.1,0.5,1,0,0,0,0,2,,10,2021,6,40,4
2021-10-07,10,6849.22,27.52,0.08,1,0,0,0,0,3,,10,2021,7,40,4
2021-10-08,6,1515.3299999999997,28.7,0.2,1,0,0,0,0,4,,10,2021,8,40,4
2021-10-09,16,7949.46,27.8,0.17500000000000002,1,1,0,0,0,5,,10,2021,9,40,4
2021-10-10,7,4975.65,27.599999999999998,0.3333333333333333,1,1,0,0,0,6,,10,2021,10,40,4
2021-10-11,7,5461.96,26.400000000000002,2.6666666666666665,1,0,0,0,0,0,,10,2021,11,41,4
2021-10-12,17,15447.34,27.78,0.02,1,0,0,0,0,1,,10,2021,12,41,4
2021-10-13,7,3458.79,28.049999999999997,0.05,1,0,0,0,0,2,,10,2021,13,41,4
2021-10-14,3,324.35,27.4,0.0,0,0,0,0,0,3,,10,2021,14,41,4
2021-10-15,7,8702.88,28.1,0.1,1,0,0,0,0,4,,10,2021,15,41,4
2021-10-16,9,4661.29,28.2,0.1,1,1,0,0,0,5,,10,2021,16,41,4
2021-10-17,1,803.0,27.6,0.0,0,1,0,0,0,6,,10,2021,17,41,4
2021-10-18,88,69209.93,27.826470588235296,0.1323529411764706,1,0,0,1,0,0,,10,2021,18,42,4
2021-10-19,88,48230.93,28.383333333333333,0.0,0,0,1,1,0,1,Prophet's Birthday,10,2021,19,42,4
2021-10-20,68,54296.700000000004,26.902631578947368,1.3342105263157895,1,0,1,0,1,2,Vap Full Moon Poya Day,10,2021,20,42,4
2021-10-21,101,66447.26,26.937142857142856,0.18857142857142856,1,0,0,0,1,3,,10,2021,21,42,4
2021-10-22,17,7521.18,26.74285714285714,1.7571428571428573,1,0,0,0,0,4,,10,2021,22,42,4
2021-10-23,3,1263.69,26.2,0.05,1,1,0,0,0,5,,10,2021,23,42,4
2021-10-24,5,3528.54,27.025,0.15,1,1,0,0,0,6,,10,2021,24,42,4
2021-10-25,8,10474.460000000001,26.175,0.525,1,0,0,0,0,0,,10,2021,25,43,4
2021-10-26,7,3177.35,28.066666666666666,0.16666666666666666,1,0,0,0,0,1,,10,2021,26,43,4
2021-10-27,7,1701.83,28.46666666666667,0.03333333333333333,1,0,0,0,0,2,,10,2021,27,43,4
2021-10-28,7,3263.1600000000003,24.575,0.55,1,0,0,0,0,3,,10,2021,28,43,4
2021-10-29,6,1226.8899999999999,26.8,0.05,1,0,0,0,0,4,,10,2021,29,43,4
2021-10-30,15,8010.78,26.7,0.7666666666666666,1,1,0,0,0,5,,10,2021,30,43,4
2021-10-31,9,4657.389999999999,24.675,0.17500000000000002,1,1,0,0,0,6,,10,2021,31,43,4
2021-11-01,19,24618.079999999998,26.110000000000003,1.4,1,0,0,0,0,0,,11,2021,1,44,4
2021-11-02,13,6154.9,26.76,1.1199999999999999,1,0,0,0,0,1,,11,2021,2,44,4
2021-11-03,112,68174.27,26.026315789473685,1.2473684210526315,1,0,0,1,0,2,,11,2021,3,44,4
2021-11-04,83,64326.03,26.4125,0.8375,1,0,1,0,0,3,Deepavali Festival Day,11,2021,4,44,4
2021-11-05,93,47638.369999999995,25.794999999999998,0.2625,1,0,0,0,1,4,,11,2021,5,44,4
2021-11-06,10,6288.549999999999,24.933333333333337,0.9,1,1,0,0,0,5,,11,2021,6,44,4
2021-11-07,15,3421.27,24.72,0.42000000000000004,1,1,0,0,0,6,,11,2021,7,44,4
2021-11-08,11,1848.82,25.0,2.15,1,0,0,0,0,0,,11,2021,8,45,4
2021-11-09,21,8880.66,25.22,0.1,1,0,0,0,0,1,,11,2021,9,45,4
2021-11-10,16,5320.01,26.04,0.4,1,0,0,0,0,2,,11,2021,10,45,4
2021-11-11,12,18246.64,26.342857142857145,0.2,1,0,0,0,0,3,,11,2021,11,45,4
2021-11-12,5,2919.1099999999997,26.6,2.4,1,0,0,0,0,4,,11,2021,12,45,4
2021-11-13,6,2048.6200000000003,27.1,0.45,1,1,0,0,0,5,,11,2021,13,45,4
2021-11-14,12,4823.860000000001,25.625,0.425,1,1,0,0,0,6,,11,2021,14,45,4
2021-11-15,11,13909.07,25.18,0.86,1,0,0,0,0,0,,11,2021,15,46,4
2021-11-16,15,7075.32,26.2875,0.5375,1,0,0,0,0,1,,11,2021,16,46,4
2021-11-17,103,83904.85,26.06590909090909,0.06590909090909092,1,0,0,1,0,2,,11,2021,17,46,4
2021-11-18,88,73648.75,26.902857142857144,0.44571428571428573,1,0,1,0,0,3,Il Full Moon Poya Day,11,2021,18,46,4
2021-11-19,97,55506.21,25.646153846153847,1.5923076923076922,1,0,0,0,1,4,,11,2021,19,46,4
2021-11-20,8,3950.9399999999996,27.166666666666668,0.0,0,1,0,0,0,5,,11,2021,20,46,4
2021-11-21,9,3687.47,26.75,0.0,0,1,0,0,0,6,,11,2021,21,46,4
2021-11-22,7,3081.7300000000005,28.233333333333334,0.0,0,0,0,0,0,0,,11,2021,22,47,4
2021-11-23,1,291.54999999999995,29.1,0.0,0,0,0,0,0,1,,11,2021,23,47,4
2021-11-24,7,2670.49,25.75,0.05,1,0,0,0,0,2,,11,2021,24,47,4
2021-11-25,6,3184.7299999999996,24.65,0.2,1,0,0,0,0,3,,11,2021,25,47,4
2021-11-26,1,3164.05,28.0,0.1,1,0,0,0,0,4,,11,2021,26,47,4
2021-11-27,12,7104.46,27.28333333333333,0.21666666666666665,1,1,0,0,0,5,,11,2021,27,47,4
2021-11-28,5,799.9300000000001,24.8,1.3,1,1,0,0,0,6,,11,2021,28,47,4
2021-11-29,6,2491.48,24.45,0.15,1,0,0,0,0,0,,11,2021,29,48,4
2021-11-30,5,7487.04,26.566666666666666,0.5666666666666668,1,0,0,0,0,1,,11,2021,30,48,4
2021-12-01,7,6338.1900000000005,25.03333333333333,0.0,0,0,0,0,0,2,,12,2021,1,48,4
2021-12-02,8,8573.76,27.1,0.025,1,0,0,0,0,3,,12,2021,2,48,4
2021-12-03,7,2900.1500000000005,27.399999999999995,0.03333333333333333,1,0,0,0,0,4,,12,2021,3,48,4
2021-12-04,17,12826.52,27.3875,0.1,1,1,0,0,0,5,,12,2021,4,48,4
2021-12-05,2,1365.32,28.6,0.0,0,1,0,0,0,6,,12,2021,5,48,4
2021-12-06,16,14031.67,25.916666666666668,0.016666666666666666,1,0,0,0,0,0,,12,2021,6,49,4
2021-12-07,6,2420.3900000000003,28.599999999999998,0.0,0,0,0,0,0,1,,12,2021,7,49,4
2021-12-08,10,7010.539999999999,29.2,0.15000000000000002,1,0,0,0,0,2,,12,2021,8,49,4
2021-12-09,8,1335.25,27.200000000000003,0.0,0,0,0,0,0,3,,12,2021,9,49,4
2021-12-10,17,16143.130000000001,28.200000000000003,0.011111111111111112,1,0,0,0,0,4,,12,2021,10,49,4
2021-12-11,5,4058.21,28.6,0.0,0,1,0,0,0,5,,12,2021,11,49,4
2021-12-12,9,7846.250000000001,28.25,0.05000000000000001,1,1,0,0,0,6,,12,2021,12,49,4
2021-12-13,8,4570.9,25.9,2.225,1,0,0,0,0,0,,12,2021,13,50,4
2021-12-14,18,11406.5,27.52857142857143,0.042857142857142864,1,0,0,0,0,1,,12,2021,14,50,4
2021-12-15,16,18632.22,25.942857142857143,0.1,1,0,0,0,0,2,,12,2021,15,50,4
2021-12-16,17,5066.69,27.96,0.26000000000000006,1,0,0,0,0,3,,12,2021,16,50,4
2021-12-17,84,54578.16,26.98181818181818,0.37272727272727274,1,0,0,1,0,4,,12,2021,17,50,4
2021-12-18,107,67650.39,26.98378378378378,0.2,1,1,1,0,0,5,Unduvap Full Moon Poya Day,12,2021,18,50,4
2021-12-19,113,57351.05,27.85609756097561,0.0,0,1,0,0,1,6,,12,2021,19,50,4
2021-12-20,19,14417.52,28.3,0.0,0,0,0,0,0,0,,12,2021,20,51,4
2021-12-21,36,21960.329999999998,27.900000000000002,0.08333333333333333,1,0,0,0,0,1,,12,2021,21,51,4
2021-12-22,11,8842.59,27.214285714285715,0.0,0,0,0,0,0,2,,12,2021,22,51,4
2021-12-23,10,4994.89,29.96666666666667,0.0,0,0,0,0,0,3,,12,2021,23,51,4
2021-12-24,89,53391.82,27.670588235294115,0.0,0,0,0,1,0,4,,12,2021,24,51,4
2021-12-25,102,50777.630000000005,27.7375,0.0,0,1,1,0,0,5,Christmas Day,12,2021,25,51,4
2021-12-26,105,74491.09,27.456410256410255,0.0,0,1,0,0,1,6,,12,2021,26,51,4
2021-12-27,22,12192.06,26.85,0.0,0,0,0,0,0,0,,12,2021,27,52,4
2021-12-28,13,6656.71,28.439999999999998,0.0,0,0,0,0,0,1,,12,2021,28,52,4
2021-12-29,17,9681.91,28.75,0.0,0,0,0,0,0,2,,12,2021,29,52,4
2021-12-30,10,5929.3,26.1,0.0,0,0,0,0,0,3,,12,2021,30,52,4
2021-12-31,9,9265.14,26.7,0.0,0,0,0,0,0,4,,12,2021,31,52,4
2022-01-01,15,2803.27,26.425,0.0,0,1,0,0,0,5,,1,2022,1,52,1
2022-01-02,10,2264.77,26.266666666666666,0.0,0,1,0,0,0,6,,1,2022,2,52,1
2022-01-03,15,5808.09,29.18,0.02,1,0,0,0,0,0,,1,2022,3,1,1
2022-01-04,29,13015.79,26.799999999999997,0.0,0,0,0,0,0,1,,1,2022,4,1,1
2022-01-05,3,9112.87,27.200000000000003,0.0,0,0,0,0,0,2,,1,2022,5,1,1
2022-01-06,18,4791.91,27.575,0.025,1,0,0,0,0,3,,1,2022,6,1,1
2022-01-07,9,4757.83,32.03333333333333,0.0,0,0,0,0,0,4,,1,2022,7,1,1
2022-01-08,10,8660.57,28.725,0.025,1,1,0,0,0,5,,1,2022,8,1,1
2022-01-09,8,7243.03,27.96666666666667,0.0,0,1,0,0,0,6,,1,2022,9,1,1
2022-01-10,27,11082.29,26.0,0.3909090909090909,1,0,0,0,0,0,,1,2022,10,2,1
2022-01-11,8,3396.2999999999997,29.666666666666668,0.43333333333333335,1,0,0,0,0,1,,1,2022,11,2,1
2022-01-12,9,8390.63,27.066666666666666,0.5,1,0,0,0,0,2,,1,2022,12,2,1
2022-01-13,103,54020.22,27.363636363636363,0.02727272727272727,1,0,0,1,0,3,,1,2022,13,2,1
2022-01-14,86,58855.74,27.37297297297297,0.021621621621621623,1,0,1,0,0,4,Tamil Thai Pongal Day,1,2022,14,2,1
2022-01-15,93,93194.15,27.80714285714286,0.03333333333333334,1,1,0,0,1,5,,1,2022,15,2,1
2022-01-16,85,45952.51,29.28055555555555,0.041666666666666664,1,1,0,1,0,6,,1,2022,16,2,1
2022-01-17,108,104812.82,29.34375,0.1375,1,0,1,0,0,0,Duruthu Full Moon Poya Day,1,2022,17,3,1
2022-01-18,124,72895.36,29.62608695652174,0.026086956521739136,1,0,0,0,1,1,,1,2022,18,3,1
2022-01-19,7,3615.05,29.933333333333334,0.0,0,0,0,0,0,2,,1,2022,19,3,1
2022-01-20,4,2690.63,25.1,0.0,0,0,0,0,0,3,,1,2022,20,3,1
2022-01-21,5,1797.96,26.1,0.0,0,0,0,0,0,4,,1,2022,21,3,1
2022-01-22,5,2566.62,27.1,0.0,0,1,0,0,0,5,,1,2022,22,3,1
2022-01-23,8,6099.4800000000005,27.15,0.0,0,1,0,0,0,6,,1,2022,23,3,1
2022-01-24,10,5277.22,28.3,0.0,0,0,0,0,0,0,,1,2022,24,4,1
2022-01-25,17,10907.78,27.083333333333332,0.08333333333333333,1,0,0,0,0,1,,1,2022,25,4,1
2022-01-26,3,1215.14,24.7,0.0,0,0,0,0,0,2,,1,2022,26,4,1
2022-01-27,1,1690.31,31.9,0.0,0,0,0,0,0,3,,1,2022,27,4,1
2022-01-28,7,3668.09,28.8,0.06666666666666667,1,0,0,0,0,4,,1,2022,28,4,1
2022-01-29,8,2765.55,29.066666666666666,0.06666666666666667,1,1,0,0,0,5,,1,2022,29,4,1
2022-01-30,9,4000.87,28.675,0.05,1,1,0,0,0,6,,1,2022,30,4,1
2022-01-31,6,3387.65,30.35,0.0,0,0,0,0,0,0,,1,2022,31,5,1
2022-02-01,9,4834.2300000000005,28.96,0.0,0,0,0,0,0,1,,2,2022,1,5,1
2022-02-02,5,3288.8599999999997,26.5,0.0,0,0,0,0,0,2,,2,2022,2,5,1
2022-02-03,91,72275.75,26.594285714285714,0.0,0,0,0,1,0,3,,2,2022,3,5,1
2022-02-04,86,39360.53,27.7,0.0,0,0,1,0,0,4,Independence Day,2,2022,4,5,1
2022-02-05,92,60597.36,27.5725,0.0,0,1,0,0,1,5,,2,2022,5,5,1
2022-02-06,8,4985.81,30.599999999999998,0.0,0,1,0,0,0,6,,2,2022,6,5,1
2022-02-07,10,5831.06,28.68,0.02,1,0,0,0,0,0,,2,2022,7,6,1
2022-02-08,7,5895.62,28.639999999999997,0.0,0,0,0,0,0,1,,2,2022,8,6,1
2022-02-09,16,9824.76,30.3,0.0,0,0,0,0,0,2,,2,2022,9,6,1
2022-02-10,12,17242.08,29.7,0.06666666666666667,1,0,0,0,0,3,,2,2022,10,6,1
2022-02-11,6,7835.920000000001,29.15,0.0,0,0,0,0,0,4,,2,2022,11,6,1
2022-02-12,9,8413.570000000002,25.6,2.35,1,1,0,0,0,5,,2,2022,12,6,1
2022-02-13,14,6171.93,25.483333333333334,0.11666666666666665,1,1,0,0,0,6,,2,2022,13,6,1
2022-02-14,11,5739.25,29.2,0.0,0,0,0,0,0,0,,2,2022,14,7,1
2022-02-15,89,50384.4,28.266666666666666,0.0,0,0,0,1,0,1,,2,2022,15,7,1
2022-02-16,77,48949.89,28.23448275862069,0.0,0,0,1,0,0,2,Nawam Full Moon Poya Day,2,2022,16,7,1
2022-02-17,102,64805.71,28.945714285714285,0.0,0,0,0,0,1,3,,2,2022,17,7,1
2022-02-18,19,8846.029999999999,28.900000000000002,0.05000000000000001,1,0,0,0,0,4,,2,2022,18,7,1
2022-02-19,3,1572.21,30.5,0.1,1,1,0,0,0,5,,2,2022,19,7,1
2022-02-20,5,4350.59,27.2,0.0,0,1,0,0,0,6,,2,2022,20,7,1
2022-02-21,18,8502.68,27.13333333333333,0.016666666666666666,1,0,0,0,0,0,,2,2022,21,8,1
2022-02-22,4,2130.05,26.433333333333334,0.13333333333333333,1,0,0,0,0,1,,2,2022,22,8,1
2022-02-23,3,1572.82,28.0,0.0,0,0,0,0,0,2,,2,2022,23,8,1
2022-02-24,1,1934.43,26.6,0.0,0,0,0,0,0,3,,2,2022,24,8,1
2022-02-25,10,8072.65,28.55,0.075,1,0,0,0,0,4,,2,2022,25,8,1
2022-02-26,11,4823.65,27.6,0.36,1,1,0,0,0,5,,2,2022,26,8,1
2022-02-27,12,5366.4,29.639999999999997,0.0,0,1,0,0,0,6,,2,2022,27,8,1
2022-02-28,113,82397.62,30.583720930232563,0.0,0,0,0,1,0,0,,2,2022,28,9,1
2022-03-01,117,59016.14,30.33076923076923,0.002564102564102564,1,0,1,0,0,1,Maha Sivarathri Day,3,2022,1,9,1
2022-03-02,90,61944.43,28.96944444444445,0.03333333333333333,1,0,0,0,1,2,,3,2022,2,9,1
2022-03-03,3,2075.54,25.8,0.0,0,0,0,0,0,3,,3,2022,3,9,1
2022-03-04,1,9736.82,26.6,0.0,0,0,0,0,0,4,,3,2022,4,9,1
2022-03-05,7,6171.97,26.4,0.0,0,1,0,0,0,5,,3,2022,5,9,1
2022-03-06,7,3878.71,28.4,0.0,0,1,0,0,0,6,,3,2022,6,9,1
2022-03-07,4,2179.85,28.2,0.05,1,0,0,0,0,0,,3,2022,7,10,1
2022-03-08,12,8352.26,28.375,0.025,1,0,0,0,0,1,,3,2022,8,10,1
2022-03-09,8,11533.84,30.025,0.0,0,0,0,0,0,2,,3,2022,9,10,1
2022-03-10,4,2026.96,27.0,0.0,0,0,0,0,0,3,,3,2022,10,10,1
2022-03-11,4,1661.17,32.2,0.0,0,0,0,0,0,4,,3,2022,11,10,1
2022-03-12,2,1771.76,28.8,0.0,0,1,0,0,0,5,,3,2022,12,10,1
2022-03-13,12,2495.3999999999996,28.399999999999995,0.09999999999999999,1,1,0,0,0,6,,3,2022,13,10,1
2022-03-14,12,9305.86,28.52,0.08,1,0,0,0,0,0,,3,2022,14,11,1
2022-03-15,8,7231.13,28.275,0.0,0,0,0,0,0,1,,3,2022,15,11,1
2022-03-16,78,52654.560000000005,28.75625,0.0,0,0,0,1,0,2,,3,2022,16,11,1
2022-03-17,73,69450.04000000001,28.096551724137928,0.2310344827586207,1,0,1,0,0,3,Medin Full Moon Poya Day,3,2022,17,11,1
2022-03-18,98,57274.55,28.01707317073171,0.0902439024390244,1,0,0,0,1,4,,3,2022,18,11,1
2022-03-19,8,2715.6499999999996,26.933333333333337,0.19999999999999998,1,1,0,0,0,5,,3,2022,19,11,1
2022-03-20,8,1794.04,28.0,0.3,1,1,0,0,0,6,,3,2022,20,11,1
2022-03-21,17,13187.460000000001,28.85,0.0125,1,0,0,0,0,0,,3,2022,21,12,1
2022-03-22,12,4784.53,29.85,0.025,1,0,0,0,0,1,,3,2022,22,12,1
2022-03-23,6,5574.89,28.766666666666666,0.3666666666666667,1,0,0,0,0,2,,3,2022,23,12,1
2022-03-24,5,4141.389999999999,29.1,0.2,1,0,0,0,0,3,,3,2022,24,12,1
2022-03-25,15,19910.53,28.96,0.04,1,0,0,0,0,4,,3,2022,25,12,1
2022-03-26,16,11599.29,29.919999999999998,0.2,1,1,0,0,0,5,,3,2022,26,12,1
2022-03-27,9,6798.12,28.25,0.07500000000000001,1,1,0,0,0,6,,3,2022,27,12,1
2022-03-28,6,1289.44,27.65,0.0,0,0,0,0,0,0,,3,2022,28,13,1
2022-03-29,9,5486.97,27.766666666666666,0.0,0,0,0,0,0,1,,3,2022,29,13,1
2022-03-30,2,1584.45,27.2,0.0,0,0,0,0,0,2,,3,2022,30,13,1
2022-03-31,19,10920.779999999999,28.366666666666667,0.044444444444444446,1,0,0,0,0,3,,3,2022,31,13,1
2022-04-01,5,3898.34,28.05,0.0,0,0,0,0,0,4,,4,2022,1,13,2
2022-04-02,10,6513.5599999999995,28.03333333333333,0.13333333333333333,1,1,0,0,0,5,,4,2022,2,13,2
2022-04-03,8,4755.91,29.2,0.16666666666666666,1,1,0,0,0,6,,4,2022,3,13,2
